merge_timestamp,imet_Timestamp,imet_pressure,imet_temp,imet_rel_hum,imet_hum_temp,imet_date,imet_time,imet_longitude,imet_latitude,imet_altitude,imet_sat,pom_Timestamp,pom_Ozone_ppb,pom_Cell_Temperature_K,pom_Cell_Pressure_torr,pom_Photodiode_Voltage_V,pom_Power_Supply_V,pom_Latitude,pom_Longitude,pom_Altitude_m,pom_GPS_Quality,pom_Date,pom_Time,trisonica_Timestamp,trisonica_Wind_Speed,trisonica_Wind_Direction,trisonica_U_Vector,trisonica_V_Vector,trisonica_W_Vector,trisonica_Temperature,trisonica_Relative_Humidity,trisonica_Pressure,trisonica_Compass_Heading,trisonica_Pitch,trisonica_Roll,spectro_Timestamp,spectro_peak_wavelength,spectro_max_intensity,spectro_total_points,spectro_status
2025-12-08 13:34:28,2025-12-08 13:34:28,1006.19,+2306,3.19,+2405,2015/10/18,00:00:46,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2025-12-08 13:34:28,00.06,144,-00.03,00.04,00.02,23.50,39.54,1005.43,179.7,-178.2,219,,,,,
2025-12-08 13:34:29,2025-12-08 13:34:29,1006.21,+2306,3.19,+2405,2015/10/18,00:00:47,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2025-12-08 13:34:29,00.04,189,00.00,00.01,00.04,23.53,39.55,1005.46,179.7,-178.3,220,,,,,
2025-12-08 13:34:30,2025-12-08 13:34:30,1006.19,+2306,3.19,+2407,2015/10/18,00:00:48,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2025-12-08 13:34:30,00.05,153,-00.02,00.04,00.03,23.54,39.51,1005.46,179.7,-178.3,220,,,,,
2025-12-08 13:34:31,2025-12-08 13:34:31,1006.18,+2307,3.19,+2407,2015/10/18,00:00:49,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2025-12-08 13:34:31,00.06,137,-00.03,00.03,00.04,23.51,39.47,1005.49,179.7,-178.2,222,,,,,
2025-12-08 13:34:32,2025-12-08 13:34:32,1006.2,+2306,3.19,+2408,2015/10/18,00:00:50,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2025-12-08 13:34:32,00.06,133,-00.03,00.03,00.04,23.48,39.43,1005.46,179.7,-178.2,219,,,,,
2025-12-08 13:34:33,2025-12-08 13:34:33,1006.18,+2306,3.19,+2407,2015/10/18,00:00:51,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2025-12-08 13:34:33,00.06,169,-00.01,00.05,00.03,23.49,39.42,1005.46,179.7,-178.3,220,,,,,
2025-12-08 13:34:34,2025-12-08 13:34:34,1006.18,+2306,3.19,+2408,2015/10/18,00:00:52,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2025-12-08 13:34:34,00.05,121,-00.04,00.02,00.03,23.50,39.43,1005.46,179.7,-178.3,219,,,,,
2025-12-08 13:34:35,2025-12-08 13:34:35,1006.19,+2306,3.19,+2408,2015/10/18,00:00:53,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2025-12-08 13:34:35,00.06,114,-00.04,00.02,00.04,23.53,39.39,1005.43,179.7,-178.3,223,2025-12-08 13:34:35,627.2004,1606.00,2048,success
2025-12-08 13:34:36,2025-12-08 13:34:36,1006.15,+2303,3.19,+2410,2015/10/18,00:00:54,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2025-12-08 13:34:36,00.06,109,-00.04,00.01,00.05,23.61,39.35,1005.44,179.7,-178.3,220,2025-12-08 13:34:36,627.2004,1612.00,2048,success
2025-12-08 13:34:37,2025-12-08 13:34:37,1006.15,+2303,3.21,+2411,2015/10/18,00:00:55,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2025-12-08 13:34:37,00.08,123,-00.06,00.04,00.04,23.60,39.30,1005.47,179.7,-178.3,222,2025-12-08 13:34:37,627.2004,1580.00,2048,success
2025-12-08 13:34:38,2025-12-08 13:34:38,1006.14,+2303,3.22,+2411,2015/10/18,00:00:56,+0000000000,+0000000000,-00017000,00,2025-12-08 13:34:38,12.9,307.9,740.5,1.4275,12.2,0000.00000,00000.00000,0.0,0,08/12/25,13:36:26,2025-12-08 13:34:38,00.05,133,-00.03,00.03,00.03,23.58,39.28,1005.46,179.7,-178.3,222,2025-12-08 13:34:38,627.2004,1614.00,2048,success
2025-12-08 13:34:39,2025-12-08 13:34:39,1006.17,+2304,3.23,+2411,2015/10/18,00:00:57,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2025-12-08 13:34:39,00.06,165,-00.01,00.03,00.05,23.56,39.27,1005.44,179.7,-178.2,220,2025-12-08 13:34:39,627.2004,1615.00,2048,success
2025-12-08 13:34:40,2025-12-08 13:34:40,1006.15,+2306,3.24,+2412,2015/10/18,00:00:58,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2025-12-08 13:34:40,00.06,165,-00.01,00.04,00.04,23.53,39.32,1005.42,179.7,-178.3,218,,,,,
2025-12-08 13:34:41,2025-12-08 13:34:41,1006.22,+2303,3.26,+2412,2015/10/18,00:00:59,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2025-12-08 13:34:41,00.04,132,-00.02,00.02,00.02,23.55,39.20,1005.45,179.7,-178.3,224,2025-12-08 13:34:40,627.2004,1608.00,2048,success
2025-12-08 13:34:42,2025-12-08 13:34:42,1006.14,+2303,3.27,+2414,2015/10/18,00:01:00,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2025-12-08 13:34:42,00.05,103,-00.03,00.01,00.04,23.57,39.16,1005.45,179.7,-178.2,221,2025-12-08 13:34:41,627.2004,1591.00,2048,success
2025-12-08 13:34:43,2025-12-08 13:34:43,1006.14,+2303,3.27,+2414,2015/10/18,00:01:01,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2025-12-08 13:34:43,00.06,083,-00.05,-00.01,00.03,23.62,39.18,1005.48,179.7,-178.2,216,2025-12-08 13:34:43,627.2004,1603.00,2048,success
2025-12-08 13:34:44,2025-12-08 13:34:44,1006.19,+2307,3.26,+2415,2015/10/18,00:01:02,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2025-12-08 13:34:44,00.03,093,-00.02,00.00,00.03,23.62,39.15,1005.49,179.7,-178.2,220,2025-12-08 13:34:44,627.2004,1588.00,2048,success
2025-12-08 13:34:45,2025-12-08 13:34:45,1006.2,+2304,3.27,+2415,2015/10/18,00:01:03,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2025-12-08 13:34:45,00.07,295,00.06,-00.03,00.02,23.68,39.12,1005.48,179.7,-178.3,218,2025-12-08 13:34:45,627.2004,1605.00,2048,success
